food_name,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method
Glace icing,323.51,0.01,86.31,0.01,0.0,85.35,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Royal icing,332.58,1.74,86.53,0.02,0.0,85.57,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
American frosting,257.57,1.05,67.48,0.01,0.0,67.46,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gum icing,223.07,5.94,53.19,0.0,0.0,52.63,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Channa murmura premix,339.09,10.59,72.59,3.28,8.21,1.52,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cracked wheat and green gram dal premix (Dalia moong dal premix),362.16,15.89,64.75,5.11,11.66,0.63,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rice flakes and roasted channa ,333.4,10.57,71.94,2.94,8.84,1.31,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Spinach soup in milk ,56.72,2.89,3.98,3.2,0.79,3.34,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable soup,55.21,2.22,7.6,1.55,3.01,1.61,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mashed banana with milk,95.43,2.51,14.62,2.99,0.71,11.35,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Poha with curd (Poha aur dahi),173.32,6.01,26.72,4.65,1.09,5.46,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Potato with curd,73.18,3.19,12.01,1.33,1.02,3.3,True,False,True,False,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet wheat porridge (Sweet dalia),140.66,5.11,23.77,2.79,2.37,12.23,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Vegetable khichdi/khichri,143.17,5.61,19.57,4.53,2.45,3.71,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Moong dal mixture,158.84,4.62,33.93,1.0,1.9,24.68,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cracked wheat khichri/khichdi (Dalia khichri/khichdi),167.45,7.56,22.35,5.52,3.74,3.79,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Stewed apple,91.93,0.17,22.49,0.37,1.48,20.45,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon squash (Nimbu ka squash),184.56,0.15,48.88,0.06,0.0,48.88,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Orange squash (Santre ka squash),193.26,0.22,50.88,0.04,0.4,50.56,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lichi squash,198.33,0.3,51.96,0.08,0.41,51.31,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mango squash (Aam ka squash),194.66,0.17,50.96,0.17,0.58,50.84,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pineapple squash (Ananas ka squash),195.02,0.16,51.34,0.05,1.06,51.08,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon and ginger squash (Nimbu aur adrak ka squash),170.34,0.54,44.06,0.21,1.07,42.53,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apple jam (Seb ka murabba),188.79,0.14,48.56,0.32,1.29,46.76,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Plum jam (Aloo bukhara jam),178.89,0.31,46.2,0.19,1.0,45.25,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Pineapple jam ,149.18,0.32,38.27,0.15,2.2,37.44,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Guava jelly (Amrood ki jelly),115.74,1.11,28.18,0.25,6.61,27.38,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Orange marmalade (Santray ka murabba),104.17,0.66,25.94,0.13,1.97,25.09,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Carrot murabba (Gajar ka murabba),175.24,0.32,45.6,0.16,1.39,44.83,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Gooseberry marmalade (Amla murabba),123.16,0.14,32.34,0.03,0.0,28.61,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Ginger candy (Adrak ki candy),195.71,0.69,50.38,0.27,1.67,47.99,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mango pickle (Aam ka achaar),192.12,1.6,8.11,17.89,3.68,1.79,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mixed vegetable pickle (Sabziyoon ka achaar),211.2,1.9,7.48,19.68,2.76,2.77,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet lemon pickle (Neembu ka meetha achaar),69.54,1.22,16.87,0.21,2.13,14.63,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Plum chutney (Aloo bukhara ki chutney),177.11,0.47,44.95,0.29,1.37,43.9,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Raw mango chutney (Kachhe aam/Kairi ki chutney),193.13,0.51,49.94,0.16,2.17,45.22,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tomato sauce,34.33,0.81,7.23,0.27,1.79,5.69,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tomato puree,20.62,0.75,3.68,0.25,1.56,2.32,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Garam masala,254.21,9.89,26.2,10.97,35.56,1.79,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Chat masala,222.58,8.19,23.87,9.91,18.62,0.79,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Kashmiri masala,389.02,8.26,23.16,31.03,12.12,2.41,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Rasam powder (Rasam masala),267.96,12.04,25.19,11.8,35.71,1.91,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sambar powder (Sambar masala),297.46,12.5,23.38,15.58,34.56,1.87,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tartare sauce,610.93,1.44,2.96,66.12,0.42,2.18,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Barbeque sauce,121.93,0.96,20.46,4.51,0.69,18.88,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bread sauce,111.04,3.46,8.69,7.05,0.56,4.63,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Green chilli sauce,46.06,1.25,7.36,0.27,1.77,5.36,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Home made plain noodles,238.78,6.21,44.5,3.56,1.65,1.07,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Dal moong,43.69,2.2,4.92,1.62,1.08,0.13,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Cumin seeds baghar (Jeera baghar/tadka),736.81,3.34,5.22,78.77,6.01,0.49,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Onion tomato baghar (Pyaaz tamatar ka tadka),137.52,1.26,6.17,11.98,2.12,3.51,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Mustard seeds baghar (Mustard seed tadka),552.59,4.73,10.45,54.3,9.74,1.14,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Hot cherry sauce,252.74,0.13,67.95,0.07,0.0,17.65,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Apple jelly (Seb ki jelly),152.13,0.1,39.37,0.21,0.86,38.18,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Marmalade (Murabba),143.76,0.23,37.64,0.04,0.43,37.29,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Plum squash (Aloo bukhara squash),211.17,0.16,55.51,0.1,0.52,55.02,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),14.07,0.85,2.14,0.24,1.07,1.0,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Brinjal pickle (Baingan ka achaar),139.01,2.24,4.23,12.98,4.62,1.07,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),60.88,1.26,6.55,3.24,2.2,4.31,True,True,False,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),91.21,1.98,6.32,6.55,5.08,3.04,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tomato chutney (Tamatar ki chutney),176.07,0.97,31.85,6.01,1.49,30.02,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Tomato ketchup,33.07,0.91,6.48,0.3,1.9,4.68,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
Bengal 5 Spice Blend (Panch Phoran),289.79,18.26,20.0,22.16,18.4,1.4,True,True,True,True,True,True,True,True,True,True,inferred_from_dish_name_keywords
