food_name,calories_per_g,protein_g_per_g,carbs_g_per_g,fat_g_per_g,fiber_g_per_g,sugar_g_per_g,vegetarian,vegan,gluten_free,dairy_free,egg_free,peanut_free,tree_nut_free,soy_free,fish_free,shellfish_free,classification_method,calories_per_g_original
Tossed green salad,0.4976,0.0133,0.0382,0.0324,0.0133,0.019,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4988
Spring basket salad,1.6158,0.0336,0.1161,0.113,0.0309,0.0146,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.6046
Cucumber and yogurt salad (Kheere aur dahi ka salad),0.3561,0.0209,0.0472,0.0093,0.0166,0.0228,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.3613
Chicken and tomato towers,0.9995,0.069,0.0236,0.0699,0.0114,0.0121,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0055
Jellied sunshine fruit salad,0.4789,0.0585,0.0421,0.0085,0.018,0.0286,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4886
Tomato aspic,0.499,0.0687,0.0502,0.0026,0.0158,0.0321,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5037
Frozen frosty fruit salad (Phalon ka salaad),1.0669,0.0168,0.1561,0.0417,0.0026,0.1438,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0351
French dressing,7.3285,0.0032,0.0368,0.7965,0.0022,0.0301,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.3377
Mayonnaise without eggs,3.29,0.0213,0.0398,0.3384,0.0004,0.0368,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.2905
Curd dressing ,0.8058,0.0559,0.0803,0.029,0.0022,0.0757,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.788
Carrot raita (Gajar ka raita),0.6503,0.0414,0.0719,0.0219,0.0169,0.0599,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6478
Pumpkin raita (Kaddu ka raita),0.5596,0.0374,0.0602,0.0188,0.0104,0.0548,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.556
Mint and peanut raita (Pudinay aur moongfali ka raita),1.1315,0.0705,0.0731,0.0619,0.0179,0.0617,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1205
Spinach raita (Palak ka raita),0.5278,0.0395,0.0506,0.0186,0.0139,0.0397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5275
Bathua raita,0.536,0.0413,0.0531,0.0176,0.0219,0.0411,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.544
Pineapple raita (Ananas ka raita),0.6826,0.039,0.0862,0.0202,0.0139,0.0812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6774
Banana raita (Kele ka raita),0.8919,0.0413,0.1351,0.0207,0.01,0.1011,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8903
Mango raita (Aam ka raita),0.6778,0.039,0.0823,0.0214,0.0089,0.0787,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6737
Guava raita (Amarood ka raita),0.6447,0.0419,0.0727,0.0207,0.03,0.0671,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.6436
Grapes raita (Angoor ka raita),0.7319,0.0398,0.0966,0.0207,0.0071,0.0851,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7259
Bottle gourd kheer (Ghiya/Lauki kheer),0.8554,0.027,0.1,0.0386,0.0055,0.0963,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8407
Pumpkin kheer (Kaddu ki kheer),0.8754,0.0276,0.1044,0.0386,0.0063,0.1012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8635
Apple kheer (Seb ki kheer),0.8254,0.0214,0.1134,0.0318,0.0051,0.1071,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.813
Caramel custard (baked),1.2533,0.0511,0.1495,0.0501,0,0.1492,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.227
Vanilla ice cream without egg,2.3095,0.0269,0.1421,0.1815,0,0.1345,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2867
Vanilla ice cream with egg,2.1666,0.0416,0.1171,0.1702,0,0.1169,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1485
Strawberry ice cream,2.1828,0.0415,0.1226,0.1696,0,0.116,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1561
Chocochip ice cream,2.4529,0.0423,0.1675,0.1793,0,0.1608,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4145
Choconut ice cream,2.7909,0.0504,0.2313,0.1849,0.0051,0.2102,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7396
Pear chocholate sunday,1.8639,0.0208,0.1502,0.1311,0.0007,0.1441,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8349
Chocolate sauce,2.7399,0.0191,0.4321,0.1039,0,0.4206,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.632
Coffee ice cream,1.5383,0.0315,0.1409,0.0943,0,0.1335,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5062
Coffee pear alaska,2.0794,0.0288,0.1936,0.1322,0.0015,0.1688,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0399
Crunchy butterscotch,2.8103,0.0311,0.1992,0.2099,0.0047,0.1773,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7732
Peach melba ice cream,2.0407,0.0206,0.1631,0.1451,0.0006,0.1335,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0085
Vanilla ice cream with apples in hot cherry sauce,2.0097,0.0173,0.2275,0.1145,0.0026,0.1419,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9632
Grape and orange whip,0.561,0.0141,0.0672,0.0262,0.0097,0.0566,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5739
Honey banana cream,1.258,0.0278,0.1364,0.0668,0.007,0.1051,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.2549
Raspberry bavarian cream,1.5556,0.0334,0.1782,0.0788,0.0219,0.153,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.501
Fruit delight,1.0861,0.0209,0.0911,0.0709,0.0009,0.0903,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0709
Creamy chocolate mousse,2.2896,0.0685,0.0953,0.1816,0,0.0899,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.3052
Cold lemon souffle,1.7406,0.0589,0.1562,0.0978,0,0.1388,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.6987
Cold orange souffle,1.7722,0.0594,0.1627,0.0982,0.0011,0.1442,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.7319
Cold pineapple souffle,1.8583,0.0623,0.1685,0.1039,0,0.1499,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8122
Cold vanilla souffle,1.8292,0.0622,0.1629,0.1032,0,0.1449,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.7954
Cold chocolate souffle,1.921,0.0637,0.1722,0.1086,0,0.1531,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8753
Stewed fruit (with pear),0.7676,0.0025,0.1822,0.0032,0.0284,0.1767,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7432
Apricot fool,2.4287,0.0154,0.3364,0.1135,0.01,0.2129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4079
Pavlova,2.0533,0.0184,0.2184,0.1229,0.0006,0.2037,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.006
Apple crumb pudding,2.2667,0.0154,0.3517,0.0887,0.0133,0.2769,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2085
Steamed cake with chocolate sauce,3.0529,0.0449,0.2906,0.1901,0.0029,0.1972,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.0191
Hot lemon souffle,1.5777,0.0529,0.1631,0.0793,0.0014,0.1207,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5525
Gulab jamun with milk powder,4.7771,0.0085,0.2824,0.4015,0.0005,0.2704,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.7115
Chum chum,1.3644,0.0152,0.2827,0.0192,0.0002,0.2784,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3005
Dil bahar,1.3644,0.0152,0.2827,0.0192,0.0002,0.2784,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3005
Rasbhari,1.3644,0.0152,0.2827,0.0192,0.0002,0.2784,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3005
Rajbogh,1.4,0.0171,0.2816,0.0228,0.0011,0.2766,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.337
Rasgulla,1.2443,0.0138,0.2579,0.0175,0.0001,0.254,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.1864
Rasmalai,1.4211,0.0161,0.2917,0.0211,0.0007,0.2871,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.3555
Khoa coconut burfi,4.2021,0.0998,0.3655,0.2601,0.0407,0.356,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.1145
Danedar burfi,1.0476,0.0324,0.1233,0.0472,0.0009,0.1198,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.0268
Semolina burfi (Suji/Rava burfi),3.5402,0.0347,0.471,0.1686,0.028,0.2867,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.4867
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),1.8902,0.0175,0.1702,0.1266,0.0429,0.1611,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8618
Khoa ladoo,4.0337,0.1221,0.3443,0.2409,0.0308,0.3337,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.9602
Wheat and gram flour ladoo (Atta besan ladoo),5.0826,0.0938,0.505,0.2986,0.0601,0.1846,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.017
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),4.4289,0.0544,0.4802,0.2545,0.0427,0.1979,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.4184
Sesame chickpeas brittle (Til aur channe ki chikki),2.779,0.085,0.5049,0.0466,0.0554,0.3648,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.8274
Murmura chikki,2.4972,0.0212,0.5959,0.0032,0.0037,0.4827,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.5382
Masala onion pakora/pakoda (Pyaaz ke pakode),5.5261,0.0205,0.0648,0.5761,0.0144,0.0158,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.5164
Masala green chilli pakora/pakoda (Hari mirch kay pakode),6.7017,0.0222,0.0555,0.7101,0.0134,0.0027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.6876
Chicken pakora/pakoda,5.9114,0.0603,0.0455,0.6098,0.0096,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.9009
Fish pakora/pakoda,5.7776,0.0597,0.0455,0.5952,0.0096,0.0022,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,inferred_from_dish_name_keywords,5.7703
Paneer cutlet,6.7326,0.0459,0.0762,0.6938,0.0039,0.0252,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,6.722
Sago cutlet/vadas (Sabudana cutlet/vadas),5.5989,0.0056,0.1123,0.5697,0.0054,0.001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.5876
Poshtik cutlet,4.9602,0.02,0.0739,0.5094,0.0135,0.0032,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.9645
Egg cutlet (Anda cutlet),5.7513,0.0245,0.0577,0.6025,0.0058,0.002,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.7502
Minced meat cutlet,5.3307,0.051,0.0561,0.5447,0.004,0.0031,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.3186
Vegetable samosa,4.417,0.0221,0.1322,0.4222,0.0152,0.0074,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.4311
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),7.4324,0.0439,0.097,0.7632,0.0227,0.0016,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.455
Masala urad dal vada,7.0158,0.0432,0.0993,0.7162,0.0271,0.007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,7.0378
Khaman (dhokla),0.5432,0.0192,0.0536,0.028,0.0149,0.0136,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5473
Instant dhokla,2.1141,0.0766,0.2411,0.0937,0.0357,0.0686,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.0711
Tomato ginger chutney (Tamatar adarak ki chutney),0.4352,0.0105,0.0911,0.0032,0.0214,0.0631,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4466
Mint tomato chutney (Pudinay aur tamatar ki chutney),0.4224,0.0153,0.0822,0.0036,0.0263,0.0548,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4365
Coriander chutney (Hare dhaniye ki chutney),0.4149,0.0138,0.0816,0.0037,0.0247,0.055,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4286
Gooseberry chutney (Amla chutney),0.4666,0.0144,0.0883,0.0062,0.0458,0.0006,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.4302
Walnut chutney (Akhrot ki chutney),3.7454,0.0944,0.0891,0.3346,0.0304,0.044,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7043
Saunth/Sonth chutney with ginger,0.8459,0.0028,0.2062,0.0011,0.0031,0.1904,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.8422
Gun powder chutney,3.0083,0.2155,0.4765,0.0267,0.1395,0.0116,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.1234
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,3.4132,0.1288,0.3672,0.1588,0.1316,0.1041,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.4636
Curd mint dip ,0.7768,0.0482,0.0911,0.0244,0.0077,0.0783,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.7613
Curd vegetable dip,0.5714,0.0388,0.0604,0.0194,0.0063,0.0542,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,0.5621
Mayonnaise vegetable dip,2.422,0.0301,0.048,0.2344,0.0041,0.0439,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4127
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),1.5495,0.0403,0.2051,0.0631,0.021,0.0179,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.5068
Tomato sandwich (grilled),1.9471,0.0626,0.2129,0.0939,0.0191,0.0258,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8992
French sandwich (toasted),1.9015,0.0682,0.1482,0.1151,0.0137,0.0182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8675
Peanut butter cucumber sandwich,2.5024,0.0904,0.2976,0.1056,0.0335,0.0291,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4333
Mint and peanut sandwich,2.8096,0.0718,0.3183,0.1388,0.0367,0.0278,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7359
Spicy chutney sandwich,2.573,0.0874,0.3403,0.0958,0.0373,0.0396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4958
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),2.9173,0.1258,0.2262,0.1677,0.0153,0.0177,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.8578
Rolled sandwich,3.0217,0.0645,0.3469,0.1529,0.0207,0.027,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.9307
Ribbon sandwich,2.4441,0.0626,0.2476,0.1337,0.0292,0.0466,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.3926
Checker board sandwich,3.5509,0.0737,0.2594,0.2465,0.0222,0.029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.4837
Submarine sandwich,2.1664,0.0609,0.136,0.1532,0.0124,0.025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1692
Cheese open sandwich,2.812,0.0984,0.2842,0.1424,0.0174,0.0324,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.7407
Sunset and sunrise open sandwich,2.4614,0.0858,0.1889,0.1514,0.0139,0.0195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4131
Danish luncheon sandwich,1.981,0.0903,0.1777,0.101,0.0152,0.0113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.9382
Chicken and corn open sandwich,1.9083,0.0863,0.1921,0.0883,0.0167,0.0248,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8816
Chocolate sponge cake,2.4427,0.0913,0.3954,0.0551,0.0052,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.3986
Chocolate swiss roll,3.0976,0.0601,0.2697,0.1976,0.0029,0.1883,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.0608
Lemon curd filling,2.3258,0.0343,0.2641,0.1258,0,0.2613,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.2562
Jam filling,1.846,0,0.4615,0,0,0.4154,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.8462
Chocolate pastry,2.4824,0.0705,0.3224,0.1012,0.0032,0.2234,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.4337
Assorted pastry,2.3527,0.0678,0.3199,0.0891,0.0043,0.197,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.3074
Orange gateau,1.8134,0.0478,0.2701,0.0602,0.0068,0.1833,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,1.7805
Black forest gateau,2.2326,0.0594,0.3057,0.0858,0.0028,0.2197,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,2.1782
Lemon cake,3.7923,0.0529,0.431,0.2063,0.0062,0.2584,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7385
Dundee cake,4.0102,0.0778,0.414,0.227,0.0181,0.213,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.9662
Victorian sandwich cake,3.7815,0.0518,0.4474,0.1983,0.0059,0.2818,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.7309
Chocolate eggless cake,3.1915,0.0666,0.4345,0.1319,0.0032,0.342,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.1201
Orange eggless cake,3.6362,0.0716,0.5265,0.1382,0.0056,0.3787,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,3.5562
Chocolate glace icing,4.498,0.0322,0.6243,0.208,0,0.5988,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,4.3629
Butter icing,5.1565,0.0019,0.7164,0.2537,0,0.7164,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,inferred_from_dish_name_keywords,5.0072
